Timestamp,CPU-Usage
06.07.2021 00:00:00,148
06.07.2021 00:05:00,156
06.07.2021 00:10:00,146
06.07.2021 00:15:00,277
06.07.2021 00:20:00,138
06.07.2021 00:25:00,163
06.07.2021 00:30:00,146
06.07.2021 00:35:00,151
06.07.2021 00:40:00,146
06.07.2021 00:45:00,154
06.07.2021 00:50:00,145
06.07.2021 00:55:00,149
06.07.2021 01:00:00,147
06.07.2021 01:05:00,154
06.07.2021 01:10:00,147
06.07.2021 01:15:00,147
06.07.2021 01:20:00,140
06.07.2021 01:25:00,149
06.07.2021 01:30:00,132
06.07.2021 01:35:00,133
06.07.2021 01:40:00,133
06.07.2021 01:45:00,152
06.07.2021 01:50:00,146
06.07.2021 01:55:00,146
06.07.2021 02:00:00,147
06.07.2021 02:05:00,148
06.07.2021 02:10:00,149
06.07.2021 02:15:00,150
06.07.2021 02:20:00,138
06.07.2021 02:25:00,162
06.07.2021 02:30:00,147
06.07.2021 02:35:00,147
06.07.2021 02:40:00,147
06.07.2021 02:45:00,147
06.07.2021 02:50:00,147
06.07.2021 02:55:00,147
06.07.2021 03:00:00,145
06.07.2021 03:05:00,143
06.07.2021 03:10:00,147
06.07.2021 03:15:00,157
06.07.2021 03:20:00,138
06.07.2021 03:25:00,165
06.07.2021 03:30:00,147
06.07.2021 03:35:00,154
06.07.2021 03:40:00,147
06.07.2021 03:45:00,153
06.07.2021 03:50:00,148
06.07.2021 03:55:00,147
06.07.2021 04:00:00,146
06.07.2021 04:05:00,172
06.07.2021 04:10:00,161
06.07.2021 04:15:00,147
06.07.2021 04:20:00,136
06.07.2021 04:25:00,165
06.07.2021 04:30:00,147
06.07.2021 04:35:00,147
06.07.2021 04:40:00,147
06.07.2021 04:45:00,148
06.07.2021 04:50:00,148
06.07.2021 04:55:00,156
06.07.2021 05:00:00,147
06.07.2021 05:05:00,157
06.07.2021 05:10:00,148
06.07.2021 05:15:00,153
06.07.2021 05:20:00,143
06.07.2021 05:25:00,157
06.07.2021 05:30:00,149
06.07.2021 05:35:00,148
06.07.2021 05:40:00,149
06.07.2021 05:45:00,159
06.07.2021 05:50:00,150
06.07.2021 05:55:00,148
06.07.2021 06:00:00,148
06.07.2021 06:05:00,149
06.07.2021 06:10:00,148
06.07.2021 06:15:00,150
06.07.2021 06:20:00,143
06.07.2021 06:25:00,159
06.07.2021 06:30:00,151
06.07.2021 06:35:00,160
06.07.2021 06:40:00,149
06.07.2021 06:45:00,165
06.07.2021 06:50:00,150
06.07.2021 06:55:00,151
06.07.2021 07:00:00,151
06.07.2021 07:05:00,158
06.07.2021 07:10:00,229
06.07.2021 07:15:00,184
06.07.2021 07:20:00,154
06.07.2021 07:25:00,159
06.07.2021 07:30:00,149
06.07.2021 07:35:00,188
06.07.2021 07:40:00,187
06.07.2021 07:45:00,224
06.07.2021 07:50:00,200
06.07.2021 07:55:00,190
06.07.2021 08:00:00,200
06.07.2021 08:05:00,193
06.07.2021 08:10:00,228
06.07.2021 08:15:00,185
06.07.2021 08:20:00,173
06.07.2021 08:25:00,213
06.07.2021 08:30:00,199
06.07.2021 08:35:00,187
06.07.2021 08:40:00,189
06.07.2021 08:45:00,232
06.07.2021 08:50:00,158
06.07.2021 08:55:00,233
06.07.2021 09:00:00,176
06.07.2021 09:05:00,250
06.07.2021 09:10:00,266
06.07.2021 09:15:00,197
06.07.2021 09:20:00,201
06.07.2021 09:25:00,170
06.07.2021 09:30:00,150
06.07.2021 09:35:00,154
06.07.2021 09:40:00,138
06.07.2021 09:45:00,144
06.07.2021 09:50:00,147
06.07.2021 09:55:00,145
06.07.2021 10:00:00,156
06.07.2021 10:05:00,146
06.07.2021 10:10:00,198
06.07.2021 10:15:00,224
06.07.2021 10:20:00,226
06.07.2021 10:25:00,261
06.07.2021 10:30:00,310
06.07.2021 10:35:00,232
06.07.2021 10:40:00,231
06.07.2021 10:45:00,327
06.07.2021 10:50:00,316
06.07.2021 10:55:00,199
06.07.2021 11:00:00,154
06.07.2021 11:05:00,265
06.07.2021 11:10:00,229
06.07.2021 11:15:00,179
06.07.2021 11:20:00,202
06.07.2021 11:25:00,207
06.07.2021 11:30:00,164
06.07.2021 11:35:00,155
06.07.2021 11:40:00,174
06.07.2021 11:45:00,251
06.07.2021 11:50:00,194
06.07.2021 11:55:00,149
06.07.2021 12:00:00,164
06.07.2021 12:05:00,175
06.07.2021 12:10:00,217
06.07.2021 12:15:00,151
06.07.2021 12:20:00,173
06.07.2021 12:25:00,273
06.07.2021 12:30:00,200
06.07.2021 12:35:00,153
06.07.2021 12:40:00,167
06.07.2021 12:45:00,192
06.07.2021 12:50:00,171
06.07.2021 12:55:00,212
06.07.2021 13:00:00,198
06.07.2021 13:05:00,173
06.07.2021 13:10:00,212
06.07.2021 13:15:00,160
06.07.2021 13:20:00,167
06.07.2021 13:25:00,157
06.07.2021 13:30:00,148
06.07.2021 13:35:00,154
06.07.2021 13:40:00,146
06.07.2021 13:45:00,153
06.07.2021 13:50:00,147
06.07.2021 13:55:00,209
06.07.2021 14:00:00,158
06.07.2021 14:05:00,150
06.07.2021 14:10:00,191
06.07.2021 14:15:00,155
06.07.2021 14:20:00,148
06.07.2021 14:25:00,170
06.07.2021 14:30:00,147
06.07.2021 14:35:00,152
06.07.2021 14:40:00,176
06.07.2021 14:45:00,217
06.07.2021 14:50:00,261
06.07.2021 14:55:00,214
06.07.2021 15:00:00,198
06.07.2021 15:05:00,165
06.07.2021 15:10:00,215
06.07.2021 15:15:00,167
06.07.2021 15:20:00,151
06.07.2021 15:25:00,199
06.07.2021 15:30:00,211
06.07.2021 15:35:00,159
06.07.2021 15:40:00,156
06.07.2021 15:45:00,166
06.07.2021 15:50:00,163
06.07.2021 15:55:00,161
06.07.2021 16:00:00,153
06.07.2021 16:05:00,148
06.07.2021 16:10:00,165
06.07.2021 16:15:00,158
06.07.2021 16:20:00,164
06.07.2021 16:25:00,203
06.07.2021 16:30:00,167
06.07.2021 16:35:00,162
06.07.2021 16:40:00,156
06.07.2021 16:45:00,193
06.07.2021 16:50:00,182
06.07.2021 16:55:00,182
06.07.2021 17:00:00,155
06.07.2021 17:05:00,154
06.07.2021 17:10:00,153
06.07.2021 17:15:00,150
06.07.2021 17:20:00,150
06.07.2021 17:25:00,159
06.07.2021 17:30:00,148
06.07.2021 17:35:00,148
06.07.2021 17:40:00,155
06.07.2021 17:45:00,175
06.07.2021 17:50:00,206
06.07.2021 17:55:00,164
06.07.2021 18:00:00,150
06.07.2021 18:05:00,151
06.07.2021 18:10:00,167
06.07.2021 18:15:00,149
06.07.2021 18:20:00,150
06.07.2021 18:25:00,159
06.07.2021 18:30:00,167
06.07.2021 18:35:00,159
06.07.2021 18:40:00,151
06.07.2021 18:45:00,149
06.07.2021 18:50:00,151
06.07.2021 18:55:00,150
06.07.2021 19:00:00,151
06.07.2021 19:05:00,183
06.07.2021 19:10:00,150
06.07.2021 19:15:00,149
06.07.2021 19:20:00,151
06.07.2021 19:25:00,163
06.07.2021 19:30:00,152
06.07.2021 19:35:00,158
06.07.2021 19:40:00,150
06.07.2021 19:45:00,150
06.07.2021 19:50:00,150
06.07.2021 19:55:00,157
06.07.2021 20:00:00,150
06.07.2021 20:05:00,162
06.07.2021 20:10:00,149
06.07.2021 20:15:00,158
06.07.2021 20:20:00,150
06.07.2021 20:25:00,167
06.07.2021 20:30:00,178
06.07.2021 20:35:00,154
06.07.2021 20:40:00,149
06.07.2021 20:45:00,149
06.07.2021 20:50:00,184
06.07.2021 20:55:00,183
06.07.2021 21:00:00,162
06.07.2021 21:05:00,149
06.07.2021 21:10:00,149
06.07.2021 21:15:00,173
06.07.2021 21:20:00,149
06.07.2021 21:25:00,159
06.07.2021 21:30:00,149
06.07.2021 21:35:00,151
06.07.2021 21:40:00,156
06.07.2021 21:45:00,152
06.07.2021 21:50:00,156
06.07.2021 21:55:00,150
06.07.2021 22:00:00,157
06.07.2021 22:05:00,157
06.07.2021 22:10:00,164
06.07.2021 22:15:00,150
06.07.2021 22:20:00,152
06.07.2021 22:25:00,158
06.07.2021 22:30:00,147
06.07.2021 22:35:00,154
06.07.2021 22:40:00,150
06.07.2021 22:45:00,149
06.07.2021 22:50:00,168
06.07.2021 22:55:00,150
06.07.2021 23:00:00,150
06.07.2021 23:05:00,158
06.07.2021 23:10:00,149
06.07.2021 23:15:00,180
06.07.2021 23:20:00,157
06.07.2021 23:25:00,154
06.07.2021 23:30:00,145
06.07.2021 23:35:00,148
06.07.2021 23:40:00,148
06.07.2021 23:45:00,190
06.07.2021 23:50:00,147
06.07.2021 23:55:00,154
07.07.2021 00:00:00,149
07.07.2021 00:05:00,147
07.07.2021 00:10:00,165
07.07.2021 00:15:00,162
07.07.2021 00:20:00,148
07.07.2021 00:25:00,231
07.07.2021 00:30:00,237
07.07.2021 00:35:00,318
07.07.2021 00:40:00,230
07.07.2021 00:45:00,192
07.07.2021 00:50:00,188
07.07.2021 00:55:00,159
07.07.2021 01:00:00,180
07.07.2021 01:05:00,207
07.07.2021 01:10:00,180
07.07.2021 01:15:00,195
07.07.2021 01:20:00,155
07.07.2021 01:25:00,214
07.07.2021 01:30:00,192
07.07.2021 01:35:00,205
07.07.2021 01:40:00,220
07.07.2021 01:45:00,182
07.07.2021 01:50:00,149
07.07.2021 01:55:00,155
07.07.2021 02:00:00,149
07.07.2021 02:05:00,155
07.07.2021 02:10:00,149
07.07.2021 02:15:00,155
07.07.2021 02:20:00,150
07.07.2021 02:25:00,158
07.07.2021 02:30:00,148
07.07.2021 02:35:00,148
07.07.2021 02:40:00,147
07.07.2021 02:45:00,149
07.07.2021 02:50:00,148
07.07.2021 02:55:00,154
07.07.2021 03:00:00,148
07.07.2021 03:05:00,150
07.07.2021 03:10:00,161
07.07.2021 03:15:00,157
07.07.2021 03:20:00,148
07.07.2021 03:25:00,156
07.07.2021 03:30:00,148
07.07.2021 03:35:00,149
07.07.2021 03:40:00,147
07.07.2021 03:45:00,147
07.07.2021 03:50:00,148
07.07.2021 03:55:00,155
07.07.2021 04:00:00,148
07.07.2021 04:05:00,158
07.07.2021 04:10:00,149
07.07.2021 04:15:00,148
07.07.2021 04:20:00,150
07.07.2021 04:25:00,157
07.07.2021 04:30:00,149
07.07.2021 04:35:00,156
07.07.2021 04:40:00,149
07.07.2021 04:45:00,151
07.07.2021 04:50:00,148
07.07.2021 04:55:00,147
07.07.2021 05:00:00,148
07.07.2021 05:05:00,161
07.07.2021 05:10:00,149
07.07.2021 05:15:00,157
07.07.2021 05:20:00,149
07.07.2021 05:25:00,158
07.07.2021 05:30:00,147
07.07.2021 05:35:00,155
07.07.2021 05:40:00,149
07.07.2021 05:45:00,156
07.07.2021 05:50:00,152
07.07.2021 05:55:00,155
07.07.2021 06:00:00,148
07.07.2021 06:05:00,156
07.07.2021 06:10:00,149
07.07.2021 06:15:00,155
07.07.2021 06:20:00,147
07.07.2021 06:25:00,156
07.07.2021 06:30:00,150
07.07.2021 06:35:00,184
07.07.2021 06:40:00,217
07.07.2021 06:45:00,205
07.07.2021 06:50:00,161
07.07.2021 06:55:00,166
07.07.2021 07:00:00,175
07.07.2021 07:05:00,154
07.07.2021 07:10:00,149
07.07.2021 07:15:00,155
07.07.2021 07:20:00,152
07.07.2021 07:25:00,159
07.07.2021 07:30:00,146
07.07.2021 07:35:00,147
07.07.2021 07:40:00,148
07.07.2021 07:45:00,170
07.07.2021 07:50:00,150
07.07.2021 07:55:00,155
07.07.2021 08:00:00,150
07.07.2021 08:05:00,155
07.07.2021 08:10:00,149
07.07.2021 08:15:00,154
07.07.2021 08:20:00,148
07.07.2021 08:25:00,164
07.07.2021 08:30:00,146
07.07.2021 08:35:00,155
07.07.2021 08:40:00,148
07.07.2021 08:45:00,152
07.07.2021 08:50:00,148
07.07.2021 08:55:00,155
07.07.2021 09:00:00,154
07.07.2021 09:05:00,146
07.07.2021 09:10:00,148
07.07.2021 09:15:00,150
07.07.2021 09:20:00,148
07.07.2021 09:25:00,157
07.07.2021 09:30:00,147
07.07.2021 09:35:00,151
07.07.2021 09:40:00,147
07.07.2021 09:45:00,156
07.07.2021 09:50:00,147
07.07.2021 09:55:00,155
07.07.2021 10:00:00,146
07.07.2021 10:05:00,147
07.07.2021 10:10:00,146
07.07.2021 10:15:00,150
07.07.2021 10:20:00,150
07.07.2021 10:25:00,156
07.07.2021 10:30:00,147
07.07.2021 10:35:00,156
07.07.2021 10:40:00,148
07.07.2021 10:45:00,156
07.07.2021 10:50:00,148
07.07.2021 10:55:00,147
07.07.2021 11:00:00,147
07.07.2021 11:05:00,148
07.07.2021 11:10:00,148
07.07.2021 11:15:00,158
07.07.2021 11:20:00,149
07.07.2021 11:25:00,156
07.07.2021 11:30:00,148
07.07.2021 11:35:00,154
07.07.2021 11:40:00,146
07.07.2021 11:45:00,147
07.07.2021 11:50:00,149
07.07.2021 11:55:00,159
07.07.2021 12:00:00,147
07.07.2021 12:05:00,147
07.07.2021 12:10:00,147
07.07.2021 12:15:00,147
07.07.2021 12:20:00,147
07.07.2021 12:25:00,158
07.07.2021 12:30:00,149
07.07.2021 12:35:00,146
07.07.2021 12:40:00,149
07.07.2021 12:45:00,152
07.07.2021 12:50:00,153
07.07.2021 12:55:00,155
07.07.2021 13:00:00,147
07.07.2021 13:05:00,148
07.07.2021 13:10:00,150
07.07.2021 13:15:00,156
07.07.2021 13:20:00,150
07.07.2021 13:25:00,157
07.07.2021 13:30:00,150
07.07.2021 13:35:00,156
07.07.2021 13:40:00,150
07.07.2021 13:45:00,147
07.07.2021 13:50:00,147
07.07.2021 13:55:00,153
07.07.2021 14:00:00,149
07.07.2021 14:05:00,157
07.07.2021 14:10:00,164
07.07.2021 14:15:00,236
07.07.2021 14:20:00,147
07.07.2021 14:25:00,157
07.07.2021 14:30:00,150
07.07.2021 14:35:00,156
07.07.2021 14:40:00,147
07.07.2021 14:45:00,155
07.07.2021 14:50:00,148
07.07.2021 14:55:00,147
07.07.2021 15:00:00,148
07.07.2021 15:05:00,154
07.07.2021 15:10:00,147
07.07.2021 15:15:00,155
07.07.2021 15:20:00,149
07.07.2021 15:25:00,157
07.07.2021 15:30:00,147
07.07.2021 15:35:00,154
07.07.2021 15:40:00,148
07.07.2021 15:45:00,154
07.07.2021 15:50:00,148
07.07.2021 15:55:00,146
07.07.2021 16:00:00,151
07.07.2021 16:05:00,148
07.07.2021 16:10:00,148
07.07.2021 16:15:00,146
07.07.2021 16:20:00,147
07.07.2021 16:25:00,155
07.07.2021 16:30:00,147
07.07.2021 16:35:00,159
07.07.2021 16:40:00,195
07.07.2021 16:45:00,159
07.07.2021 16:50:00,148
07.07.2021 16:55:00,158
07.07.2021 17:00:00,152
07.07.2021 17:05:00,146
07.07.2021 17:10:00,175
07.07.2021 17:15:00,235
07.07.2021 17:20:00,147
07.07.2021 17:25:00,152
07.07.2021 17:30:00,196
07.07.2021 17:35:00,171
07.07.2021 17:40:00,149
07.07.2021 17:45:00,153
07.07.2021 17:50:00,147
07.07.2021 17:55:00,156
07.07.2021 18:00:00,152
07.07.2021 18:05:00,222
07.07.2021 18:10:00,219
07.07.2021 18:15:00,214
07.07.2021 18:20:00,150
07.07.2021 18:25:00,158
07.07.2021 18:30:00,147
07.07.2021 18:35:00,145
07.07.2021 18:40:00,146
07.07.2021 18:45:00,146
07.07.2021 18:50:00,146
07.07.2021 18:55:00,150
07.07.2021 19:00:00,147
07.07.2021 19:05:00,158
07.07.2021 19:10:00,149
07.07.2021 19:15:00,159
07.07.2021 19:20:00,146
07.07.2021 19:25:00,161
07.07.2021 19:30:00,151
07.07.2021 19:35:00,147
07.07.2021 19:40:00,147
07.07.2021 19:45:00,154
07.07.2021 19:50:00,158
07.07.2021 19:55:00,178
07.07.2021 20:00:00,148
07.07.2021 20:05:00,160
07.07.2021 20:10:00,148
07.07.2021 20:15:00,148
07.07.2021 20:20:00,149
07.07.2021 20:25:00,159
07.07.2021 20:30:00,142
07.07.2021 20:35:00,147
07.07.2021 20:40:00,149
07.07.2021 20:45:00,151
07.07.2021 20:50:00,150
07.07.2021 20:55:00,157
07.07.2021 21:00:00,149
07.07.2021 21:05:00,155
07.07.2021 21:10:00,148
07.07.2021 21:15:00,149
07.07.2021 21:20:00,151
07.07.2021 21:25:00,155
07.07.2021 21:30:00,147
07.07.2021 21:35:00,155
07.07.2021 21:40:00,146
07.07.2021 21:45:00,147
07.07.2021 21:50:00,147
07.07.2021 21:55:00,157
07.07.2021 22:00:00,151
07.07.2021 22:05:00,156
07.07.2021 22:10:00,148
07.07.2021 22:15:00,204
07.07.2021 22:20:00,195
07.07.2021 22:25:00,189
07.07.2021 22:30:00,148
07.07.2021 22:35:00,154
07.07.2021 22:40:00,153
07.07.2021 22:45:00,174
07.07.2021 22:50:00,179
07.07.2021 22:55:00,160
07.07.2021 23:00:00,168
07.07.2021 23:05:00,187
07.07.2021 23:10:00,162
07.07.2021 23:15:00,169
07.07.2021 23:20:00,166
07.07.2021 23:25:00,291
07.07.2021 23:30:00,238
07.07.2021 23:35:00,225
07.07.2021 23:40:00,179
07.07.2021 23:45:00,176
07.07.2021 23:50:00,189
07.07.2021 23:55:00,207
08.07.2021 00:00:00,173
08.07.2021 00:05:00,258
08.07.2021 00:10:00,209
08.07.2021 00:15:00,272
08.07.2021 00:20:00,208
08.07.2021 00:25:00,266
08.07.2021 00:30:00,239
08.07.2021 00:35:00,216
08.07.2021 00:40:00,196
08.07.2021 00:45:00,172
08.07.2021 00:50:00,153
08.07.2021 00:55:00,154
08.07.2021 01:00:00,157
08.07.2021 01:05:00,160
08.07.2021 01:10:00,147
08.07.2021 01:15:00,149
08.07.2021 01:20:00,149
08.07.2021 01:25:00,144
08.07.2021 01:30:00,130
08.07.2021 01:35:00,132
08.07.2021 01:40:00,140
08.07.2021 01:45:00,147
08.07.2021 01:50:00,149
08.07.2021 01:55:00,155
08.07.2021 02:00:00,148
08.07.2021 02:05:00,151
08.07.2021 02:10:00,149
08.07.2021 02:15:00,157
08.07.2021 02:20:00,149
08.07.2021 02:25:00,157
08.07.2021 02:30:00,147
08.07.2021 02:35:00,148
08.07.2021 02:40:00,147
08.07.2021 02:45:00,154
08.07.2021 02:50:00,148
08.07.2021 02:55:00,155
08.07.2021 03:00:00,149
08.07.2021 03:05:00,151
08.07.2021 03:10:00,148
08.07.2021 03:15:00,154
08.07.2021 03:20:00,145
08.07.2021 03:25:00,161
08.07.2021 03:30:00,151
08.07.2021 03:35:00,148
08.07.2021 03:40:00,147
08.07.2021 03:45:00,147
08.07.2021 03:50:00,148
08.07.2021 03:55:00,147
08.07.2021 04:00:00,148
08.07.2021 04:05:00,164
08.07.2021 04:10:00,147
08.07.2021 04:15:00,148
08.07.2021 04:20:00,148
08.07.2021 04:25:00,742
08.07.2021 04:30:00,146
08.07.2021 04:35:00,154
08.07.2021 04:40:00,149
08.07.2021 04:45:00,155
08.07.2021 04:50:00,148
08.07.2021 04:55:00,154
08.07.2021 05:00:00,149
08.07.2021 05:05:00,155
08.07.2021 05:10:00,151
08.07.2021 05:15:00,154
08.07.2021 05:20:00,148
08.07.2021 05:25:00,157
08.07.2021 05:30:00,157
08.07.2021 05:35:00,154
08.07.2021 05:40:00,148
08.07.2021 05:45:00,154
08.07.2021 05:50:00,148
08.07.2021 05:55:00,151
08.07.2021 06:00:00,148
08.07.2021 06:05:00,150
08.07.2021 06:10:00,149
08.07.2021 06:15:00,147
08.07.2021 06:20:00,151
08.07.2021 06:25:00,157
08.07.2021 06:30:00,156
08.07.2021 06:35:00,151
08.07.2021 06:40:00,154
08.07.2021 06:45:00,154
08.07.2021 06:50:00,149
08.07.2021 06:55:00,149
08.07.2021 07:00:00,148
08.07.2021 07:05:00,149
08.07.2021 07:10:00,148
08.07.2021 07:15:00,155
08.07.2021 07:20:00,151
08.07.2021 07:25:00,156
08.07.2021 07:30:00,155
08.07.2021 07:35:00,154
08.07.2021 07:40:00,147
08.07.2021 07:45:00,147
08.07.2021 07:50:00,148
08.07.2021 07:55:00,155
08.07.2021 08:00:00,146
08.07.2021 08:05:00,154
08.07.2021 08:10:00,149
08.07.2021 08:15:00,150
08.07.2021 08:20:00,208
08.07.2021 08:25:00,167
08.07.2021 08:30:00,147
08.07.2021 08:35:00,155
08.07.2021 08:40:00,148
08.07.2021 08:45:00,148
08.07.2021 08:50:00,149
08.07.2021 08:55:00,153
08.07.2021 09:00:00,148
08.07.2021 09:05:00,172
08.07.2021 09:10:00,154
08.07.2021 09:15:00,154
08.07.2021 09:20:00,151
08.07.2021 09:25:00,169
08.07.2021 09:30:00,149
08.07.2021 09:35:00,159
08.07.2021 09:40:00,166
08.07.2021 09:45:00,153
08.07.2021 09:50:00,151
08.07.2021 09:55:00,151
08.07.2021 10:00:00,149
08.07.2021 10:05:00,162
08.07.2021 10:10:00,151
08.07.2021 10:15:00,161
08.07.2021 10:20:00,149
08.07.2021 10:25:00,155
08.07.2021 10:30:00,156
08.07.2021 10:35:00,150
08.07.2021 10:40:00,153
08.07.2021 10:45:00,147
08.07.2021 10:50:00,147
08.07.2021 10:55:00,149
08.07.2021 11:00:00,146
08.07.2021 11:05:00,160
08.07.2021 11:10:00,148
08.07.2021 11:15:00,147
08.07.2021 11:20:00,153
08.07.2021 11:25:00,147
08.07.2021 11:30:00,155
08.07.2021 11:35:00,172
08.07.2021 11:40:00,191
08.07.2021 11:45:00,169
08.07.2021 11:50:00,147
08.07.2021 11:55:00,154
08.07.2021 12:00:00,151
08.07.2021 12:05:00,161
08.07.2021 12:10:00,150
08.07.2021 12:15:00,166
08.07.2021 12:20:00,148
08.07.2021 12:25:00,154
08.07.2021 12:30:00,154
08.07.2021 12:35:00,153
08.07.2021 12:40:00,174
08.07.2021 12:45:00,150
08.07.2021 12:50:00,148
08.07.2021 12:55:00,148
08.07.2021 13:00:00,150
08.07.2021 13:05:00,157
08.07.2021 13:10:00,149
08.07.2021 13:15:00,151
08.07.2021 13:20:00,181
08.07.2021 13:25:00,184
08.07.2021 13:30:00,172
08.07.2021 13:35:00,162
08.07.2021 13:40:00,156
08.07.2021 13:45:00,166
08.07.2021 13:50:00,164
08.07.2021 13:55:00,172
08.07.2021 14:00:00,151
08.07.2021 14:05:00,156
08.07.2021 14:10:00,153
08.07.2021 14:15:00,151
08.07.2021 14:20:00,147
08.07.2021 14:25:00,153
08.07.2021 14:30:00,159
08.07.2021 14:35:00,147
08.07.2021 14:40:00,147
08.07.2021 14:45:00,180
08.07.2021 14:50:00,149
08.07.2021 14:55:00,154
08.07.2021 15:00:00,184
08.07.2021 15:05:00,154
08.07.2021 15:10:00,147
08.07.2021 15:15:00,152
08.07.2021 15:20:00,148
08.07.2021 15:25:00,154
08.07.2021 15:30:00,159
08.07.2021 15:35:00,153
08.07.2021 15:40:00,148
08.07.2021 15:45:00,152
08.07.2021 15:50:00,149
08.07.2021 15:55:00,155
08.07.2021 16:00:00,192
08.07.2021 16:05:00,197
08.07.2021 16:10:00,147
08.07.2021 16:15:00,153
08.07.2021 16:20:00,145
08.07.2021 16:25:00,152
08.07.2021 16:30:00,154
08.07.2021 16:35:00,152
08.07.2021 16:40:00,145
08.07.2021 16:45:00,153
08.07.2021 16:50:00,148
08.07.2021 16:55:00,156
08.07.2021 17:00:00,151
08.07.2021 17:05:00,144
08.07.2021 17:10:00,146
08.07.2021 17:15:00,155
08.07.2021 17:20:00,151
08.07.2021 17:25:00,148
08.07.2021 17:30:00,157
08.07.2021 17:35:00,148
08.07.2021 17:40:00,147
08.07.2021 17:45:00,147
08.07.2021 17:50:00,146
